asv,Kingdom,Phylum,Class,Order,Family,Genus
asv5655,Bacteria,NA,NA,NA,NA,NA
asv5656,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5657,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5658,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Pelagibius
asv5659,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5660,Bacteria,Proteobacteria,Gammaproteobacteria,pItb-vmat-80,NA,NA
asv5661,Bacteria,NB1-j,NA,NA,NA,NA
asv5662,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
asv5663,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv5664,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
asv5665,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5666,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
asv5667,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia
asv5668,Bacteria,NA,NA,NA,NA,NA
asv5669,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv5670,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
asv5671,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
asv5672,Bacteria,Patescibacteria,NA,NA,NA,NA
asv5673,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5674,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
asv5675,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA
asv5676,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5677,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5678,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Chroococcidiopsis PCC 7203
asv5679,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
asv5680,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,NA,NA
asv5681,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
asv5682,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv5683,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5684,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Polycladomyces
asv5685,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Chromatocurvus
asv5686,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5687,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Frankia
asv5688,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv5689,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5690,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv5691,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5692,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5693,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,NA
asv5694,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5695,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5696,Bacteria,Armatimonadota,NA,NA,NA,NA
asv5697,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
asv5698,Bacteria,NB1-j,NA,NA,NA,NA
asv5699,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
asv5700,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter] taeniospiralis group
asv5701,Bacteria,Firmicutes,Bacilli,NA,NA,NA
asv5702,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
asv5703,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 9,NA,NA
asv5704,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA
asv5705,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage
asv5706,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium
asv5707,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA
asv5708,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
asv5709,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
asv5710,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA
asv5711,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage
asv5712,Bacteria,Firmicutes,Clostridia,NA,NA,NA
asv5713,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5714,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
asv5715,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
asv5716,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA
asv5717,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,NA
asv5718,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5719,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5720,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5721,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5722,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA
asv5723,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas
asv5724,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5725,Bacteria,Chloroflexi,TK30,NA,NA,NA
asv5726,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA
asv5727,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5728,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,NA,NA
asv5729,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
asv5730,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas
asv5731,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA
asv5732,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv5733,Bacteria,Myxococcota,bacteriap25,NA,NA,NA
asv5734,Bacteria,Acidobacteriota,Subgroup 21,NA,NA,NA
asv5735,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium
asv5736,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium
asv5737,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA
asv5738,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus Tenderia
asv5739,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,NA
asv5740,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Arboricoccus
asv5741,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,NA
asv5742,Bacteria,NA,NA,NA,NA,NA
asv5743,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5744,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5745,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA
asv5746,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,NA
asv5747,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
asv5748,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
asv5749,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
asv5750,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
asv5751,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,NA
asv5752,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Synechocystis PCC-6803
asv5753,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
asv5754,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv5755,Bacteria,NA,NA,NA,NA,NA
asv5756,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Costertonia
asv5757,Bacteria,Proteobacteria,Gammaproteobacteria,GB102,NA,NA
asv5758,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
asv5759,Bacteria,Cyanobacteria,Cyanobacteriia,NA,NA,NA
asv5760,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA
asv5761,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5762,Bacteria,Actinobacteriota,Actinobacteria,PeM15,NA,NA
asv5763,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
asv5764,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
asv5765,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,NA
asv5766,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,NA
asv5767,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA
asv5768,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv5769,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
asv5770,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
asv5771,Bacteria,Myxococcota,Polyangia,Polyangiales,Eel-36e1D6,NA
asv5772,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA
asv5773,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5774,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv5775,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,NA,NA
asv5776,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Verrucosispora
asv5777,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
asv5778,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
asv5779,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5780,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola
asv5781,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas
asv5782,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
asv5783,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
asv5784,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
asv5785,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
asv5786,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Kistimonas
asv5787,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
asv5788,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv5789,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
asv5790,Bacteria,NA,NA,NA,NA,NA
asv5791,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA
asv5792,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
asv5793,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus
asv5794,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv5795,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA
asv5796,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA
asv5797,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5798,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv5799,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,NA
asv5800,Bacteria,NA,NA,NA,NA,NA
asv5801,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
asv5802,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5803,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,NA
asv5804,Bacteria,Planctomycetota,NA,NA,NA,NA
asv5805,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA
asv5806,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv5807,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5808,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea
asv5809,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,NA
asv5810,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidium MBIC10003
asv5811,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
asv5812,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5813,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv5814,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
asv5815,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA
asv5816,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5817,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5818,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus
asv5819,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,NA
asv5820,Bacteria,NA,NA,NA,NA,NA
asv5821,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
asv5822,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea
asv5823,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
asv5824,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
asv5825,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,NA,NA
asv5826,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus
asv5827,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA
asv5828,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
asv5829,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5830,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv5831,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobotulus
asv5832,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5833,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,NA,NA
asv5834,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,NA,NA
asv5835,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
asv5836,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas
asv5837,Bacteria,Planctomycetota,NA,NA,NA,NA
asv5838,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
asv5839,Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,possible genus 03
asv5840,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv5841,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv5842,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA
asv5843,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5844,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5845,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA,NA
asv5846,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA
asv5847,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv5848,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
asv5849,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,NA,NA
asv5850,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
asv5851,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv5852,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
asv5853,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
asv5854,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
asv5855,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5856,Bacteria,Planctomycetota,NA,NA,NA,NA
asv5857,Bacteria,Desulfobacterota,NA,NA,NA,NA
asv5858,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus
asv5859,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
asv5860,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidium MBIC10003
asv5861,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
asv5862,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA
asv5863,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA
asv5864,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
asv5865,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Diplosphaera
asv5866,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,NA
asv5867,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10
asv5868,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
asv5869,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
asv5870,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5871,Bacteria,NA,NA,NA,NA,NA
asv5872,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA
asv5873,Bacteria,NA,NA,NA,NA,NA
asv5874,Bacteria,NA,NA,NA,NA,NA
asv5875,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA
asv5876,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,NA
asv5877,Bacteria,PAUC34f,NA,NA,NA,NA
asv5878,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5879,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
asv5880,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium
asv5881,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv5882,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA
asv5883,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5884,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA
asv5885,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5886,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
asv5887,Bacteria,Acidobacteriota,Acidobacteriae,NA,NA,NA
asv5888,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia
asv5889,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvitalea
asv5890,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade
asv5891,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA
asv5892,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,NA,NA
asv5893,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv5894,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,NA,NA,NA
asv5895,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5896,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA
asv5897,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
asv5898,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA
asv5899,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,NA
asv5900,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv5901,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,NA
asv5902,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
asv5903,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
asv5904,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
asv5905,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes VC2.1 Bac22,NA,NA
asv5906,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
asv5907,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Faucicola
asv5908,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv5909,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5910,Bacteria,Actinobacteriota,NA,NA,NA,NA
asv5911,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv5912,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Sungkyunkwania
asv5913,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga
asv5914,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,NA
asv5915,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter
asv5916,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv5917,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,NA,NA
asv5918,Archaea,Halobacterota,Halobacteria,Halobacterales,Halomicrobiaceae,NA
asv5919,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrocosmicus
asv5920,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
asv5921,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,NA
asv5922,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
asv5923,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
asv5924,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,NA
asv5925,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA
asv5926,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA
asv5927,Bacteria,PAUC34f,NA,NA,NA,NA
asv5928,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA
asv5929,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5930,Bacteria,NA,NA,NA,NA,NA
asv5931,Bacteria,Desulfobacterota,NA,NA,NA,NA
asv5932,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv5933,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv5934,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv5935,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10
asv5936,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
asv5937,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA
asv5938,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
asv5939,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA
asv5940,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureisphaera
asv5941,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
asv5942,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5943,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv5944,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA
asv5945,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,NA,NA
asv5946,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv5947,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina
asv5948,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
asv5949,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv5950,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA
asv5951,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
